timestamp,step,frame_age_s,header_age_s,raw_a0,raw_a1,raw_a2,scaled_x,scaled_y,scaled_wz,clamped_x,clamped_y,clamped_wz,armed,route,status
1786590696.167693,96,0.0531,0.0718,-1.000000,0.639095,-1.000000,-0.500000,0.319548,-1.500000,-0.150000,0.150000,-0.500000,1,top,armed
1786590696.267251,97,0.0308,0.0397,-1.000000,0.639095,-1.000000,-0.500000,0.319548,-1.500000,-0.150000,0.150000,-0.500000,1,top,armed
1786590696.373313,98,0.0676,0.0817,-1.000000,0.639095,-1.000000,-0.500000,0.319548,-1.500000,-0.150000,0.150000,-0.500000,1,top,armed
1786590696.470300,99,0.0271,0.0394,-1.000000,0.639095,-1.000000,-0.500000,0.319548,-1.500000,-0.150000,0.150000,-0.500000,1,top,armed
1786590696.582442,100,0.0736,0.0853,-1.000000,0.639095,-1.000000,-0.500000,0.319548,-1.500000,-0.150000,0.150000,-0.500000,1,top,armed
1786590696.676136,101,0.0230,0.0388,-1.000000,0.639095,-1.000000,-0.500000,0.319548,-1.500000,-0.150000,0.150000,-0.500000,1,top,armed
1786590696.764248,102,0.1228,0.1386,-1.000000,0.639095,-1.000000,-0.500000,0.319548,-1.500000,-0.150000,0.150000,-0.500000,1,top,armed
1786590696.866982,103,0.0262,0.0394,-1.000000,0.639095,-1.000000,-0.500000,0.319548,-1.500000,-0.150000,0.150000,-0.500000,1,top,armed
1786590696.964702,104,0.0557,0.0726,-1.000000,0.639095,-1.000000,-0.500000,0.319548,-1.500000,-0.150000,0.150000,-0.500000,1,top,armed
1786590697.066575,105,0.0204,0.0388,-1.000000,0.639095,-1.000000,-0.500000,0.319548,-1.500000,-0.150000,0.150000,-0.500000,1,top,armed
1786590697.177791,106,0.1286,0.1470,-1.000000,0.639095,-1.000000,-0.500000,0.319548,-1.500000,-0.150000,0.150000,-0.500000,1,top,armed
